MPN,Ingram Code,Apx Model,Brand,Product,Item Code
MY1W2HN/A,GD103AN91M1,MY1W2HN/A 30W USB-C Power Adapter - White:Apple:A-Charger,Apple,A-Charger,34058
MJ4V3ZM/A,GD103AU46M1,MJ4V3ZM/A 40mm Black Unity Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34059
MJ4W3ZM/A,GD103AU33M1,MJ4W3ZM/A 44mm Black Unity Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34060
MY1X2ZM/A,GD103AU30M1,MY1X2ZM/A 40mm Pride Edition Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34061
MY1Y2ZM/A,GD103AU30 M1,MY1Y2ZM/A 44mm Pride Edition Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34062
MYAY2ZM/A,GD103AU53M1,MYAY2ZM/A 40mm Kumquat Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34063
MYD02ZM/A,GD103AU54M1,MYD02ZM/A 40mm Northern Blue Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34064
MYD12ZM/A,GD103AU56M1,MYD12ZM/A 40mm Plum Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34065
MYD22ZM/A,GD103AU55M1,MYD22ZM/A 44mm Kumquat Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34066
MYD32ZM/A,GD103AU57M1,MYD32ZM/A 44mm Northern Blue Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34067
MYD42ZM/A,GD103AU58M1,MYD42ZM/A 44mm Plum Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34068
MYD52ZM/A,GD103AU59M1,MYD52ZM/A 40mm Pride Edition Nike Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34069
MYD62ZM/A,GD103AU47M1,MYD62ZM/A 44mm Pride Edition Nike Sport Band - Regular:Apple:M-Apple Watch Band,Apple,M-Apple Watch Band,34070
MJNM3HN/A,GD103AY72M3,MJNM3HN/A  IPHONE 12 64GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33794
MJNP3HN/A,GD103AY67M3,MJNP3HN/A I PHONE 12 128GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33795
MJNQ3HN/A,GD103AY68M3,MJNQ3HN/A I PHONE 12 256GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33796
MJQF3HN/A,GD103AY71M3,MJQF3HN/A I PHONE 12 MINI 64GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33797
MJQG3HN/A,GD103AY70M3,MJQG3HN/A I PHONE 12 MINI 128GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33798
MJQH3HN/A,GD103AY69M3,MJQH3HN/A I PHONE 12 MINI 256GB - Purple:Apple:M-Mobile,Apple,M-Mobile,33799
MX532ZM/A,GD103AZ32M1,MX532ZM/A AirTag (1 Pack) - White:Apple:G-Smart Tracker,Apple,G-Smart Tracker,33894
MX542ZM/A,GD103AZ21M1,MX542ZM/A AirTag (4 Pack):Apple:G-Smart Tracker,Apple,G-Smart Tracker,34071
MHJ03ZM/A,GD103AZ25M1,MHJ03ZM/A AirTag Loop - Deep Navy:Apple:G-Smart Tracker Acc,Apple,G-Smart Tracker Acc,34072
MHJ23ZM/A,GD103AZ29M1,MHJ23ZM/A AirTag Leather Key Ring - Baltic Blue,Apple,G-Smart Tracker Acc,34079
MK0V3ZM/A,GD103AZ27M1,MK0V3ZM/A AirTag Leather Loop - Red:Apple:G-Smart Tracker Acc,Apple,G-Smart Tracker Acc,34073
MK103ZM/A,GD103AZ30M1,MK103ZM/A AirTag Leather Key Ring - Red,Apple,G-Smart Tracker Acc,34080
MX4A2ZM/A,GD103AZ28M1,MX4A2ZM/A AirTag Leather Loop - Saddle Brown:Apple:G-Smart Tracker Acc,Apple,G-Smart Tracker Acc,34074
MX4F2ZM/A,GD103AZ26M1,MX4F2ZM/A AirTag Loop - White:Apple:G-Smart Tracker Acc,Apple,G-Smart Tracker Acc,34075
MX4M2ZM/A,GD103AZ31M1,MX4M2ZM/A AirTag Leather Key Ring - Saddle Brown,Apple,G-Smart Tracker Acc,34078
MXNF2HN/A,GD103X662M1,MXNF2HN/A Mac Mini 3.6GHz 8 Gen i3,Apple,M-Mac,34077
MVH42HN/A,GD103X657E1,"MVH42HN/A - 13"" MacBook Air 1.1GHz quad 10 Gen i5-512GB-Silver:Apple:M-Mac",Apple,M-Mac,31098
MVH22HN/A,GD103X656M1,"MVH22HN/A - 13"" MacBook Air 1.1GHz quad 10 Gen i5-512GB-Space Grey:Apple:M-Mac",Apple,M-Mac,31097
MWTL2HN/A,GD103X661M1,"MWTL2HN/A - 13"" MacBook Air 1.1GHz dual 10 Gen i3-256GB-Gold:Apple:M-Mac",Apple,M-Mac,31096
MXK72HN/A,GD103Z030M1,MXK72HN/A - 13-inch MacBook Pro with Touch Bar 1.4GHz quad-core 8th-Gen Intel Core i5 processor - 512GB - Silver:Apple:M-Mac,Apple,M-Mac,31103
MXK52HN/A,GD103Z043M1,MXK52HN/A - 13-inch MacBook Pro with Touch Bar 1.4GHz quad-core 8th-Gen Intel Core i5 processor - 512GB - Space Grey:Apple:M-Mac,Apple,M-Mac,31102
MXK32HN/A,GD103Z042E1,MXK32HN/A - 13-inch MacBook Pro with Touch Bar 1.4GHz quad-core 8th-Gen Intel Core i5 processor - 256GB - Space Grey:Apple:M-Mac,Apple,M-Mac,31100
